学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(829)农业机械学,-,-,-,-,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,信息与电气工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(932)C语言程序设计,-,-,-,-,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：29(不含推免),(101)思想政治理论,(202)俄语,(339)农业知识综合一,(913)植物生理学,(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(913)植物生理学,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：11(不含推免),(101)思想政治理论,(202)俄语,(339)农业知识综合一,(913)植物生理学,(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(913)植物生理学,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,动物科技学院,(095133)(专业学位)畜牧,全日制,专业：14(不含推免),(101)思想政治理论,(202)俄语,(340)农业知识综合二,(924)畜禽饲养学,(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(924)畜禽饲养学,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,食品学院,(095135)(专业学位)食品加工与安全,全日制,专业：18(不含推免),(101)思想政治理论,(202)俄语,(341)农业知识综合三,(819)食品微生物,(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(819)食品微生物,-,-,-,-,-,-,-,-
黑龙江八一农垦大学,黑龙江,A,普通院校,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：41(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(926)管理学原理,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,研究方向：80(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(803)资源与环境概论,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,研究方向：80(不含推免),(101)思想政治理论,(202)俄语,(339)农业知识综合一,(901)农学概论,(101)思想政治理论,(203)日语,(339)农业知识综合一,(901)农学概论,(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学概论,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,研究方向：10(不含推免),(101)思想政治理论,(202)俄语,(339)农业知识综合一,(902)植物病虫害防治,(101)思想政治理论,(203)日语,(339)农业知识综合一,(902)植物病虫害防治,(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(902)植物病虫害防治,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,研究方向：73(不含推免),(101)思想政治理论,(202)俄语,(339)农业知识综合一,(903)园艺通论,(101)思想政治理论,(203)日语,(339)农业知识综合一,(903)园艺通论,(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(903)园艺通论,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,动物科学技术学院,(095131)(专业学位)农艺与种业,全日制,研究方向：6(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(904)牧草学,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,动物科学技术学院,(095133)(专业学位)畜牧,全日制,研究方向：2(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(905)畜牧学概论,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,动物科学技术学院,(095133)(专业学位)畜牧,全日制,研究方向：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(905)畜牧学概论,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,动物科学技术学院,(095133)(专业学位)畜牧,全日制,研究方向：6(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(905)畜牧学概论,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,动物科学技术学院,(095134)(专业学位)渔业发展,全日制,研究方向：6(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(906)水产养殖学概论,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,研究方向：16(不含推免),(101)思想政治理论,(202)俄语,(342)农业知识综合四,(909)农业政策学,(101)思想政治理论,(203)日语,(342)农业知识综合四,(909)农业政策学,(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(909)农业政策学,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,食品学院,(095135)(专业学位)食品加工与安全,全日制,研究方向：38(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(816)食品生物化学,-,-,-,-,-,-,-,-,-,-,-,-
东北农业大学,黑龙江,A,211，双一流,统考,公共管理与法学院,(095138)(专业学位)农村发展,全日制,研究方向：33(不含推免),(101)思想政治理论,(202)俄语,(342)农业知识综合四,(911)农村与区域发展概论,(101)思想政治理论,(203)日语,(342)农业知识综合四,(911)农村与区域发展概论,(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(911)农村与区域发展概论,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,林学院,(095135)(专业学位)食品加工与安全,全日制,专业：24(不含推免),(101)思想政治理论,(202)俄语,(341)农业知识综合三,(813)食品化学（含食品营养学）,(101)思想政治理论,(203)日语,(341)农业知识综合三,(813)食品化学（含食品营养学）,(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(813)食品化学（含食品营养学）,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,野生动物与自然保护地学院,(095133)(专业学位)畜牧,全日制,专业：24(不含推免),(101)思想政治理论,(202)俄语,(340)农业知识综合二,(831)脊椎动物学,(101)思想政治理论,(203)日语,(340)农业知识综合二,(831)脊椎动物学,(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(831)脊椎动物学,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,野生动物与自然保护地学院,(095133)(专业学位)畜牧,全日制,专业：24(不含推免),(101)思想政治理论,(202)俄语,(340)农业知识综合二,(831)脊椎动物学,(101)思想政治理论,(203)日语,(340)农业知识综合二,(831)脊椎动物学,(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(831)脊椎动物学,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：13(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(851)管理学,-,-,-,-,-,-,-,-,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,经济管理学院,(095138)(专业学位)农村发展,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(851)管理学,-,-,-,-,-,-,-,-,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,机电工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：9(不含推免),(101)思想政治理论,(202)俄语,(341)农业知识综合三,(884)农业工程概论,(101)思想政治理论,(203)日语,(341)农业知识综合三,(884)农业工程概论,(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(884)农业工程概论,-,-,-,-
东北林业大学,黑龙江,A,211，双一流,统考,信息与计算机工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(202)俄语,(341)农业知识综合三,(884)农业工程概论,(101)思想政治理论,(203)日语,(341)农业知识综合三,(884)农业工程概论,(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(884)农业工程概论,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(881)植物生产学,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(881)植物生产学,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(881)植物生产学,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(881)植物生产学,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(852)环境科学概论,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(339)农业知识综合一,(884)植物保护基本原理,-,-,-,-,-,-,-,-,-,-,-,-
上海交通大学,上海,A,985，211，双一流,统考,农业与生物学院,(095138)(专业学位)农村发展,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(342)农业知识综合四,(800)仅从推免生选拔,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,水产与生命学院,(095134)(专业学位)渔业发展,全日制,专业：70(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(927)鱼类增养殖学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,海洋科学学院,(095134)(专业学位)渔业发展,全日制,专业：32(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(915)渔业资源与渔场学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(918)管理学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,中国水产科学研究院,(095134)(专业学位)渔业发展,全日制,专业：78(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(927)鱼类增养殖学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,中国水产科学研究院,(095134)(专业学位)渔业发展,全日制,专业：78(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(915)渔业资源与渔场学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,中国水产科学研究院,(095137)(专业学位)农业管理,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(918)管理学,-,-,-,-,-,-,-,-,-,-,-,-
上海海洋大学,上海,A,双一流,统考,上海市农业科学院,(095137)(专业学位)农业管理,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(918)管理学,-,-,-,-,-,-,-,-,-,-,-,-
上海师范大学,上海,A,普通院校,统考,生命科学学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(944)植物生物学,-,-,-,-,-,-,-,-,-,-,-,-
上海师范大学,上海,A,普通院校,统考,生命科学学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(944)植物生物学,-,-,-,-,-,-,-,-,-,-,-,-
上海师范大学,上海,A,普通院校,统考,生命科学学院,(095131)(专业学位)农艺与种业,全日制,专业：26(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(944)植物生物学,-,-,-,-,-,-,-,-,-,-,-,-
苏州大学,江苏,A,211，双一流,统考,医学部,(095133)(专业学位)畜牧,全日制,专业：6(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(859)普通动物学,-,-,-,-,-,-,-,-,-,-,-,-
苏州大学,江苏,A,211，双一流,统考,医学部,(095134)(专业学位)渔业发展,全日制,专业：6(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(860)鱼类增养殖学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物保护学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物保护学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物保护学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095133)(专业学位)畜牧,全日制,专业：22(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(844)动物生物化学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095133)(专业学位)畜牧,全日制,专业：22(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(844)动物生物化学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095133)(专业学位)畜牧,全日制,专业：22(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(844)动物生物化学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095133)(专业学位)畜牧,全日制,专业：22(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(844)动物生物化学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095135)(专业学位)食品加工与安全,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(853)食品工艺学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095135)(专业学位)食品加工与安全,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(853)食品工艺学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095135)(专业学位)食品加工与安全,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(853)食品工艺学,-,-,-,-,-,-,-,-,-,-,-,-
江苏科技大学,江苏,A,普通院校,统考,生物技术学院,(095135)(专业学位)食品加工与安全,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(853)食品工艺学,-,-,-,-,-,-,-,-,-,-,-,-
江南大学,江苏,A,211，双一流,统考,法学院,(095138)(专业学位)农村发展,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(831)管理学综合,-,-,-,-,-,-,-,-,-,-,-,-
江南大学,江苏,A,211，双一流,统考,法学院,(095138)(专业学位)农村发展,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(831)管理学综合,-,-,-,-,-,-,-,-,-,-,-,-
江南大学,江苏,A,211，双一流,统考,法学院,(095138)(专业学位)农村发展,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(831)管理学综合,-,-,-,-,-,-,-,-,-,-,-,-
江南大学,江苏,A,211，双一流,统考,法学院,(095138)(专业学位)农村发展,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(831)管理学综合,-,-,-,-,-,-,-,-,-,-,-,-
南京林业大学,江苏,A,双一流,统考,人文社会科学学院,(095138)(专业学位)农村发展,全日制,专业：18(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(874)农村发展概论,-,-,-,-,-,-,-,-,-,-,-,-
南京林业大学,江苏,A,双一流,统考,轻工与食品学院,(095135)(专业学位)食品加工与安全,全日制,专业：5(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(847)食品化学,-,-,-,-,-,-,-,-,-,-,-,-
南京信息工程大学,江苏,A,双一流,统考,金牛湖产教融合园区,(095136)(专业学位)农业工程与信息技术,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(850)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,农学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(916)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,植物保护学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：95(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,植物保护学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：95(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,植物保护学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：95(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,资源与环境科学学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(857)农业资源环境概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,资源与环境科学学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(857)农业资源环境概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,资源与环境科学学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：42(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(857)农业资源环境概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：117(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：117(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：117(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：117(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：117(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,动物科技学院,(095133)(专业学位)畜牧,全日制,专业：34(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(415)动物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,动物科技学院,(095133)(专业学位)畜牧,全日制,专业：34(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(415)动物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(914)经济管理基础知识,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(914)经济管理基础知识,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,食品科技学院,(095135)(专业学位)食品加工与安全,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(903)食品科学概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,人文与社会发展学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(921)农村发展概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,人文与社会发展学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(921)农村发展概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,人文与社会发展学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(921)农村发展概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,人文与社会发展学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(921)农村发展概论,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,渔业学院,(095134)(专业学位)渔业发展,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(806)普通生态学,-,-,-,-,-,-,-,-,-,-,-,-
南京农业大学,江苏,A,211，双一流,统考,草业学院,(095131)(专业学位)农艺与种业,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(414)植物生理学与生物化学,-,-,-,-,-,-,-,-,-,-,-,-
