学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-
河南科技大学,河南,A,普通院校,统考,园艺与植物保护学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(910)植物化学保护,-,-,-,-,-,-,-,-,-,-,-,-
河南科技大学,河南,A,普通院校,统考,农业装备工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：4(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(905)控制工程基础,-,-,-,-,-,-,-,-,-,-,-,-
河南科技大学,河南,A,普通院校,统考,农业装备工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：4(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(905)控制工程基础,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,农学院,(095131)(专业学位)农艺与种业,全日制,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)作物栽培学与耕作学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,经济与管理学院,(095138)(专业学位)农村发展,全日制,专业：70(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(912)农村与区域发展概论,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,植物保护学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：21(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(914)植物保护通论,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,信息与管理科学学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(918)农业信息学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,食品科学技术学院,(095135)(专业学位)食品加工与安全,全日制,专业：36(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(920)食品化学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(921)植物营养学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,资源与环境学院,(095138)(专业学位)农村发展,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(821)土地资源学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,烟草学院,(095131)(专业学位)农艺与种业,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(913)烟草化学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,园艺学院,(095131)(专业学位)农艺与种业,全日制,专业：41(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(915)园艺学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,文法学院,(095137)(专业学位)农业管理,全日制,专业：18(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(911)管理学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,动物科技学院,(095133)(专业学位)畜牧,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(904)动物生产学,-,-,-,-,-,-,-,-,-,-,-,-
河南农业大学,河南,A,普通院校,统考,动物科技学院,(095134)(专业学位)渔业发展,全日制,专业：4(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(907)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,生命科技学院,(095131)(专业学位)农艺与种业,全日制,专业：11(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(906)作物栽培学与耕作学,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,生命科技学院,(095131)(专业学位)农艺与种业,全日制,专业：11(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(906)作物栽培学与耕作学,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,动物科技学院,(095133)(专业学位)畜牧,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(908)畜牧学概论（养牛生产、养猪生产、养禽生产,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,专业：11(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(802)园艺综合理论,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,食品学院,(095135)(专业学位)食品加工与安全,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(805)食品化学,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(811)植物保护学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(811)植物保护学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,经济与管理学院,(095138)(专业学位)农村发展,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(808)西方经济学（宏观、微观）,-,-,-,-,-,-,-,-,-,-,-,-
河南科技学院,河南,A,普通院校,统考,信息工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(910)C程序设计,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,生命科学学院,(095131)(专业学位)农艺与种业,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(820)农学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,生命科学学院,(095135)(专业学位)食品加工与安全,全日制,专业：4(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(822)食品科学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,计算机与信息工程学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：4(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(847)信息技术基础与C程序设计,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,商学院,(095138)(专业学位)农村发展,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(878)农业与农村区域发展概况,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,商学院,(095138)(专业学位)农村发展,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(878)农业与农村区域发展概况,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,商学院,(095138)(专业学位)农村发展,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(878)农业与农村区域发展概况,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,商学院,(095138)(专业学位)农村发展,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(878)农业与农村区域发展概况,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,社会事业学院,(095138)(专业学位)农村发展,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(882)农村社会学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,社会事业学院,(095138)(专业学位)农村发展,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(882)农村社会学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,社会事业学院,(095138)(专业学位)农村发展,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(882)农村社会学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(891)鱼类学,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,旅游学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(896)旅游学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,旅游学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(896)旅游学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,旅游学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(896)旅游学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南师范大学,河南,A,普通院校,统考,旅游学院,(095138)(专业学位)农村发展,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(896)旅游学概论,-,-,-,-,-,-,-,-,-,-,-,-
河南财经政法大学,河南,A,普通院校,统考,工程管理与房地产学院,(095137)(专业学位)农业管理,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(810)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
河南财经政法大学,河南,A,普通院校,统考,工程管理与房地产学院,(095138)(专业学位)农村发展,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(810)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,经济与管理学院,(095137)(专业学位)农业管理,全日制,一级学科：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(802)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,经济与管理学院,(095138)(专业学位)农村发展,全日制,一级学科：28(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(802)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095131)(专业学位)农艺与种业,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(848)作物学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,农学院,(095132)(专业学位)资源利用与植物保护,全日制,一级学科：50(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(847)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,一级学科：10(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(850)园艺植物栽培学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,一级学科：10(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(850)园艺植物栽培学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,一级学科：10(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(850)园艺植物栽培学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,园艺园林学院,(095131)(专业学位)农艺与种业,全日制,一级学科：10(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(850)园艺植物栽培学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,动物科学学院,(095133)(专业学位)畜牧,全日制,一级学科：21(不含推免),(101)思想政治理论,(203)日语,(340)农业知识综合二,(852)普通动物学,(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(852)普通动物学,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,动物科学学院,(095134)(专业学位)渔业发展,全日制,一级学科：21(不含推免),(101)思想政治理论,(203)日语,(340)农业知识综合二,(852)普通动物学,(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(852)普通动物学,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,生命科学学院,(095131)(专业学位)农艺与种业,全日制,一级学科：23(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(854)普通生物学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,生命科学学院,(095134)(专业学位)渔业发展,全日制,一级学科：23(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(852)普通动物学,-,-,-,-,-,-,-,-,-,-,-,-
长江大学,湖北,A,普通院校,统考,生命科学学院,(095135)(专业学位)食品加工与安全,全日制,一级学科：23(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(853)食品化学,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,食品科学与工程学院,(095135)(专业学位)食品加工与安全,全日制,研究方向：42(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(901)食品加工技术导论,(101)思想政治理论,(240)德语,(341)农业知识综合三,(901)食品加工技术导论,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,化学与环境工程学院,(095132)(专业学位)资源利用与植物保护,全日制,研究方向：30(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(910)普通化学,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,动物科学与营养工程学院,(095133)(专业学位)畜牧,全日制,研究方向：24(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(902)动物营养与饲料学,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,机械工程学院,(095136)(专业学位)农业工程与信息技术,全日制,研究方向：37(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(912)计算机应用基础,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,电气与电子工程学院,(095136)(专业学位)农业工程与信息技术,全日制,研究方向：25(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(903)电工电子技术,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,数学与计算机学院,(095136)(专业学位)农业工程与信息技术,全日制,研究方向：18(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(905)计算机组成原理,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,管理学院,(095137)(专业学位)农业管理,全日制,研究方向：62(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(904)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,经济学院,(095138)(专业学位)农村发展,全日制,研究方向：17(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(904)农业经济学,-,-,-,-,-,-,-,-,-,-,-,-
武汉轻工大学,湖北,A,普通院校,统考,人文与传媒学院,(095138)(专业学位)农村发展,全日制,研究方向：14(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(914)农村社会学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095131)(专业学位)农艺与种业,全日制,专业：206(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学专业基础知识,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095131)(专业学位)农艺与种业,全日制,专业：206(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学专业基础知识,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095131)(专业学位)农艺与种业,全日制,专业：206(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学专业基础知识,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095131)(专业学位)农艺与种业,全日制,专业：206(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学专业基础知识,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095131)(专业学位)农艺与种业,全日制,专业：206(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(901)农学专业基础知识,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：128(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(902)植物保护通论,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：128(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(902)植物保护通论,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：128(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(902)植物保护通论,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,植物科学技术学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：128(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(902)植物保护通论,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,动物科学技术学院、动物医学院,(095133)(专业学位)畜牧,全日制,专业：78(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(908)动物生化,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：96(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(813)土壤农化分析,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：96(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(813)土壤农化分析,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,资源与环境学院,(095132)(专业学位)资源利用与植物保护,全日制,专业：96(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(813)土壤农化分析,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,资源与环境学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：25(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(860)地理信息系统原理,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,园艺林学学院,(095131)(专业学位)农艺与种业,全日制,专业：185(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(805)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,园艺林学学院,(095131)(专业学位)农艺与种业,全日制,专业：185(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(805)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,园艺林学学院,(095131)(专业学位)农艺与种业,全日制,专业：185(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(805)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,园艺林学学院,(095131)(专业学位)农艺与种业,全日制,专业：185(不含推免),(101)思想政治理论,(204)英语（二）,(339)农业知识综合一,(805)植物生理学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：48(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(825)现代经济学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：48(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(825)现代经济学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：48(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(825)现代经济学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,经济管理学院,(095137)(专业学位)农业管理,全日制,专业：48(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(825)现代经济学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,工学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：5(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(818)理论力学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：130(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(904)鱼类学与淡水生态学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：130(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(904)鱼类学与淡水生态学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：130(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(904)鱼类学与淡水生态学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,水产学院,(095134)(专业学位)渔业发展,全日制,专业：130(不含推免),(101)思想政治理论,(204)英语（二）,(340)农业知识综合二,(904)鱼类学与淡水生态学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,食品科技学院,(095135)(专业学位)食品加工与安全,全日制,专业：70(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(903)食品工艺学,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,文法学院,(095138)(专业学位)农村发展,全日制,专业：46(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,文法学院,(095138)(专业学位)农村发展,全日制,专业：46(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,文法学院,(095138)(专业学位)农村发展,全日制,专业：46(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,公共管理学院,(095138)(专业学位)农村发展,全日制,专业：40(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,公共管理学院,(095138)(专业学位)农村发展,全日制,专业：40(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中农业大学,湖北,A,211，双一流,统考,公共管理学院,(095138)(专业学位)农村发展,全日制,专业：40(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(807)社会研究方法（含统计）,-,-,-,-,-,-,-,-,-,-,-,-
华中师范大学,湖北,A,211，双一流,统考,经济与工商管理学院,(095138)(专业学位)农村发展,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(810)综合课,-,-,-,-,-,-,-,-,-,-,-,-
华中师范大学,湖北,A,211，双一流,统考,城市与环境科学学院,(095138)(专业学位)农村发展,全日制,专业：40(不含推免),(101)思想政治理论,(204)英语（二）,(342)农业知识综合四,(810)综合课,-,-,-,-,-,-,-,-,-,-,-,-
华中师范大学,湖北,A,211，双一流,统考,信息管理学院,(095136)(专业学位)农业工程与信息技术,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(341)农业知识综合三,(869)专业基础二,-,-,-,-,-,-,-,-,-,-,-,-
