学校,所在地,AB区,985院校,211院校,双一流院校,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试
兰州交通大学,甘肃,B,0,0,0,统考,电子与信息工程学院,(085404)(专业学位)计算机技术,全日制,专业：49(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(827)通信系统原理
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(827)通信系统原理
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085402)(专业学位)通信工程（含宽带网络、移动通信等）,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(827)通信系统原理
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085404)(专业学位)计算机技术,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085404)(专业学位)计算机技术,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085404)(专业学位)计算机技术,全日制,专业：12(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085406)(专业学位)控制工程,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)电路基础
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085406)(专业学位)控制工程,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)电路基础
兰州交通大学,甘肃,B,0,0,0,统考,光电技术与智能控制教育部重点实验室,(085406)(专业学位)控制工程,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(814)电路基础
兰州交通大学,甘肃,B,0,0,0,统考,机电技术研究所,(085400)(专业学位)电子信息,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
兰州交通大学,甘肃,B,0,0,0,统考,机电技术研究所,(085400)(专业学位)电子信息,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(828)数据结构
西北师范大学,甘肃,B,0,0,0,统考,计算机科学与工程学院,(085400)(专业学位)电子信息,全日制,专业：120(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)程序设计与数据结构
西北师范大学,甘肃,B,0,0,0,统考,计算机科学与工程学院,(085400)(专业学位)电子信息,全日制,专业：120(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(821)程序设计与数据结构
西北师范大学,甘肃,B,0,0,0,统考,物理与电子工程学院,(085400)(专业学位)电子信息,全日制,专业：90(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(844)信号与系统
天水师范学院,甘肃,B,0,0,0,统考,电子信息与电气工程学院,(085400)(专业学位)电子信息,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(848)电子技术
天水师范学院,甘肃,B,0,0,0,统考,电子信息与电气工程学院,(085400)(专业学位)电子信息,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(848)电子技术
天水师范学院,甘肃,B,0,0,0,统考,电子信息与电气工程学院,(085400)(专业学位)电子信息,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(848)电子技术
西北民族大学,甘肃,B,0,0,0,统考,信息学部,(085401)(专业学位)新一代电子信息技术（含量子技术等）,全日制,专业：11(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(809)电子技术基础
西北民族大学,甘肃,B,0,0,0,统考,信息学部,(085404)(专业学位)计算机技术,全日制,专业：35(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(808)计算机学科专业基础综合
西北民族大学,甘肃,B,0,0,0,统考,信息学部,(085410)(专业学位)人工智能,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(809)电子技术基础
青海大学,青海,B,0,1,1,统考,机械工程学院,(085406)(专业学位)控制工程,全日制,研究方向：10(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(907)机械设计基础,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(907)机械设计基础
青海大学,青海,B,0,1,1,统考,机械工程学院,(085406)(专业学位)控制工程,全日制,研究方向：23(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(904)电路原理,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(904)电路原理
青海大学,青海,B,0,1,1,统考,计算机技术与应用系,(085404)(专业学位)计算机技术,全日制,专业：23(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(408)计算机学科专业基础,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
青海大学,青海,B,0,1,1,统考,计算机技术与应用系,(085410)(专业学位)人工智能,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(302)数学（二）,(408)计算机学科专业基础,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
青海师范大学,青海,B,0,0,0,统考,计算机学院,(085400)(专业学位)电子信息,全日制,专业：26(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(924)程序设计与数据库系统概论
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,物理与电子电气工程学院,(085400)(专业学位)电子信息,全日制,专业：86(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(822)电路、信号与系统
宁夏大学,宁夏,B,0,1,1,统考,信息工程学院,(085404)(专业学位)计算机技术,全日制,专业：82(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(844)C语言程序设计与数据结构
北方民族大学,宁夏,B,0,0,0,统考,计算机科学与工程学院,(085400)(专业学位)电子信息,全日制,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(832)C语言程序设计与数据结构
北方民族大学,宁夏,B,0,0,0,统考,计算机科学与工程学院,(085400)(专业学位)电子信息,全日制,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(832)C语言程序设计与数据结构
北方民族大学,宁夏,B,0,0,0,统考,计算机科学与工程学院,(085400)(专业学位)电子信息,全日制,专业：60(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(832)C语言程序设计与数据结构
北方民族大学,宁夏,B,0,0,0,统考,电气信息工程学院,(085400)(专业学位)电子信息,全日制,专业：41(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)电路
北方民族大学,宁夏,B,0,0,0,统考,电气信息工程学院,(085400)(专业学位)电子信息,全日制,专业：41(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(861)电路
新疆大学,新疆,B,0,1,1,统考,信息科学与工程学院,(085400)(专业学位)电子信息,全日制,研究方向：82(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(823)信号与系统
新疆大学,新疆,B,0,1,1,统考,信息科学与工程学院,(085400)(专业学位)电子信息,全日制,研究方向：140(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(824)数据结构
新疆大学,新疆,B,0,1,1,统考,电气工程学院,(085400)(专业学位)电子信息,全日制,专业：59(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(829)自动控制理论(含现控）
新疆大学,新疆,B,0,1,1,统考,软件学院,(085400)(专业学位)电子信息,全日制,专业：104(不含推免),(101)思想政治理论,(202)俄语,(302)数学（二）,(836)数据结构与软件工程,(101)思想政治理论,(204)英语（二）,(302)数学（二）,(836)数据结构与软件工程
新疆农业大学,新疆,B,0,0,0,统考,计算机与信息工程学院,(085400)(专业学位)电子信息,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(856)数据结构及操作系统
新疆农业大学,新疆,B,0,0,0,统考,计算机与信息工程学院,(085400)(专业学位)电子信息,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(856)数据结构及操作系统
石河子大学,新疆,B,0,1,1,统考,信息科学与技术学院,(085400)(专业学位)电子信息,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
石河子大学,新疆,B,0,1,1,统考,信息科学与技术学院,(085400)(专业学位)电子信息,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
石河子大学,新疆,B,0,1,1,统考,信息科学与技术学院,(085400)(专业学位)电子信息,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
石河子大学,新疆,B,0,1,1,统考,信息科学与技术学院,(085400)(专业学位)电子信息,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
石河子大学,新疆,B,0,1,1,统考,信息科学与技术学院,(085400)(专业学位)电子信息,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(408)计算机学科专业基础
石河子大学,新疆,B,0,1,1,统考,机械电气工程学院,(085400)(专业学位)电子信息,全日制,专业：14(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)电路分析基础
石河子大学,新疆,B,0,1,1,统考,机械电气工程学院,(085400)(专业学位)电子信息,全日制,专业：14(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(815)电路分析基础
新疆师范大学,新疆,B,0,0,0,统考,计算机科学技术学院,(085404)(专业学位)计算机技术,全日制,专业：26(不含推免),(101)思想政治理论,(204)英语（二）,(302)数学（二）,(865)数据结构
